num_leaves,max_depth,min_child_samples,best iteration,model size,train rmse,test rmse,test rmse stddev
31,15,50,4683,13094965,2488260,4455886,147727.59529725704
25,15,50,6008,13746523,2490783,4458569,138176.4751367245
20,15,50,6554,12223897,2664509,4465464,135118.73639405798
10,15,50,9573,9742458,3158393,4516330,144755.53035827575
1000,15,40,2488,26273766,1757741,4506121,144294.5163700266
500,15,40,2353,23980631,1813434,4500366,152828.9017038108
300,15,40,1870,18782192,2025545,4480705,154419.86133638184
250,15,40,1990,19845187,1963283,4477982,144653.83422218807
200,15,40,2163,21061797,1911270,4478975,148806.50323170144
150,15,40,2370,22305582,1868437,4455469,148080.3288803369
100,15,40,2551,20097242,1942882,4443311,143669.1955507139
50,15,40,3809,16666077,2132507,4429041,131683.70434229623
31,15,40,5395,15030330,2303661,4439512,145690.2874664431
25,15,40,5701,13004818,2474989,4455776,139510.42652004794
20,15,40,6218,11564747,2651563,4464070,134108.84681417636
10,15,40,9368,9516494,3127457,4508497,145636.09351756735
1000,15,30,1935,26664477,1573372,4498352,157327.46910556074
500,15,30,1880,24802685,1613922,4473669,148042.80289487517
300,15,30,1633,22621579,1692980,4454102,139866.9490817271
250,15,30,1843,24235966,1623252,4447594,143932.47933121602
200,15,30,1898,24041809,1611133,4435372,149736.18994402306
150,15,30,2042,23271871,1652063,4419513,143636.12913249715
100,15,30,2590,21602583,1710678,4419113,128189.98748783572
50,15,30,3840,16751954,2015371,4411901,142165.69475966803
31,15,30,4821,13387152,2291437,4423957,135215.26385594116
25,15,30,5975,13579672,2331779,4433951,140617.73031691706
20,15,30,7254,13436011,2430337,4445194,140186.04734995027
10,15,30,9217,9339519,3068234,4504117,137928.4381083003
1000,15,25,1593,26454851,1483583,4491179,149635.65448279885
500,15,25,1589,27075531,1412790,4470907,145797.24567258314
300,15,25,1578,26391669,1483192,4442594,149839.92303597598
250,15,25,1650,26034084,1458396,4441386,134121.81842166252
200,15,25,1690,24273280,1533244,4426182,141075.28362212828
150,15,25,1775,21299463,1660794,4402697,138143.32262734632
100,15,25,2351,19773639,1730877,4401532,139114.49433983682
50,15,25,4020,17501170,1897404,4404811,128539.49918190294
31,15,25,5483,15183193,2118176,4407065,129869.0143446471
25,15,25,6217,14093989,2259411,4432855,139210.281485896
20,15,25,7078,13085917,2394385,4430758,136105.8369512724
10,15,25,8786,8890863,3068226,4502340,139068.0270344066
1000,15,20,1216,29541742,1258760,4496300,138081.66993813246
500,15,20,1439,32509709,1159568,4466339,133147.2789157846
300,15,20,1431,28821250,1262178,4428600,135118.14454040787
250,15,20,1225,22513148,1538811,4420340,137858.90559267782
200,15,20,1703,26912034,1348928,4405002,133766.6440646789
150,15,20,2106,26119275,1370820,4393649,135859.79653635956
100,15,20,2611,22089241,1537969,4381593,135094.71846838592
50,15,20,4080,17730894,1820155,4396816,131884.5562168092
31,15,20,5706,15761480,2032236,4412407,134019.42830038632
25,15,20,5978,13525978,2236660,4421428,140643.62988495882
20,15,20,7154,13198931,2336836,4436959,141943.58433898535
10,15,20,9482,9577669,2942739,4488307,145559.14171753556
1000,15,15,1170,38434772,970937,4518759,137608.76805221575
500,15,15,1091,33004185,1095623,4468592,129995.611500323
300,15,15,1277,30698300,1179142,4424321,138512.6111286211
250,15,15,1329,27876614,1286340,4405977,136948.9048822359
200,15,15,1749,30278353,1203031,4400583,139061.92368155075
150,15,15,2132,28011776,1297210,4389973,128651.46415828924
100,15,15,2655,23350607,1452648,4385188,132417.42746101654
50,15,15,4528,20287407,1639222,4387698,121957.81535971188
31,15,15,6153,17459336,1876186,4396414,128797.07257498361
25,15,15,6035,13991439,2162654,4408202,143769.24050567503
20,15,15,7269,13711234,2238339,4413002,147352.53782468947
10,15,15,8836,9050417,2961715,4487220,157801.98498587144
1000,15,10,861,43361696,844529,4539628,129764.56848508182
500,15,10,1036,42161610,866652,4465804,128858.10505157514
300,15,10,1200,33008802,1072113,4411117,139082.2056061628
250,15,10,1486,34575796,1040103,4403519,138333.04574929745
200,15,10,1927,36065151,995195,4387869,132907.05211131534
150,15,10,2172,30501845,1159685,4375267,136671.34388687875
100,15,10,3233,30221266,1166678,4366971,119970.30779712176
50,15,10,4522,21360514,1576533,4370501,131154.60812835104
31,15,10,5981,17776672,1841303,4388057,141649.47117931486
25,15,10,6301,15238951,2057028,4391434,141459.17495194398
20,15,10,7941,15571660,2065883,4394563,140706.86317116735
10,15,10,9811,10288241,2783887,4468987,135052.8713243368
1000,15,5,779,61610989,473918,4559911,139245.26503306735
500,15,5,1023,47495263,670568,4462395,137612.02773571364
300,15,5,1580,44541240,706554,4403180,134711.46264008898
250,15,5,1774,41718597,753854,4382922,140443.25956333228
200,15,5,2171,40858412,754503,4368825,134224.7828711356
150,15,5,2664,37598315,837063,4354446,126320.01156591524
100,15,5,3220,30211091,1047800,4348735,133465.9212861322
50,15,5,5894,28032996,1190688,4348409,126707.9363588107
31,15,5,7066,21144219,1522515,4373784,129620.26718372057
25,15,5,6304,15339433,1911289,4383880,128432.1979832415
20,15,5,7557,14907705,2003896,4391307,141262.00829427503
10,15,5,9707,10233763,2716246,4462827,137585.2237056454
1000,15,3,793,69692149,347431,4561525,132610.80832294223
500,15,3,1222,56271483,492502,4461505,130084.00973915934
300,15,3,1864,51704971,499030,4387126,133971.39463324478
250,15,3,2230,51541291,521925,4378097,138809.1242724105
200,15,3,2450,45341177,611847,4359347,134444.37255894573
150,15,3,2745,38122795,743176,4358305,128422.31875407648
100,15,3,3765,34814186,845096,4351126,122304.58390961145
50,15,3,5686,26701298,1139862,4345839,127679.06096152496
31,15,3,6885,20403471,1519799,4381590,133117.19004771154
25,15,3,8024,19391355,1607614,4366186,144300.18993296908
20,15,3,8167,16010641,1888641,4389817,143275.1232372253
10,15,3,9303,9779564,2721725,4473426,137818.86221378055
1000,15,2,943,87103325,250154,4555064,135209.15342096664
500,15,2,1509,70508483,318397,4451311,121688.51110930275
300,15,2,2239,62873096,420017,4397238,125816.32153978823
250,15,2,2101,49142334,534303,4375845,147453.72414033161
200,15,2,2505,46860231,561831,4362011,123267.90079341305
150,15,2,2983,41816714,701334,4349455,124793.46727978728
100,15,2,4708,43928428,639456,4340532,131094.596009739
50,15,2,5598,26465726,1152336,4356444,125859.81208575604
31,15,2,7043,20988384,1464636,4375138,121064.5044346892
25,15,2,7534,18289917,1645117,4380977,119927.27959456012
20,15,2,8128,15995051,1852317,4384530,142270.82036855875
10,15,2,9554,10065460,2666798,4472045,133825.41301433442
1000,10,50,3253,20078912,2124985,4492180,135725.59843561065
500,10,50,3253,20078911,2124985,4492180,135725.59843561065
300,10,50,3013,18727236,2214097,4492149,138782.78150209557
250,10,50,2933,18113497,2226712,4492942,141618.50555630017
200,10,50,2932,17789617,2264247,4485794,142498.54933278883
150,10,50,2786,16794946,2292402,4484919,138162.3099567422
100,10,50,3001,17197724,2286271,4470336,137782.605121542
50,10,50,3820,15761389,2376545,4455463,129237.34726450859
31,10,50,5072,14052709,2494836,4455878,138717.3798234618
25,10,50,5666,12933187,2601841,4471938,125167.98294703384
20,10,50,6691,12474734,2669723,4463664,137104.2667187199
10,10,50,9573,9742458,3158393,4516330,144755.53035827575
1000,10,40,3161,20820557,2019607,4484407,146148.18706550048
500,10,40,3161,20820556,2019607,4484407,146148.18706550048
300,10,40,2858,18549867,2129029,4481195,141615.8195368011
250,10,40,3054,19488579,2056535,4480236,147588.92161899386
200,10,40,3255,20673112,2001434,4462986,143773.37757141658
150,10,40,2988,18938510,2099958,4461769,144711.6369452487
100,10,40,3100,18595816,2136968,4462614,146002.2933271643
50,10,40,3677,15263145,2327757,4456538,143503.0009260989
31,10,40,5041,13941164,2448237,4449559,140574.3269673813
25,10,40,5151,11729119,2630959,4465426,143019.20921325445
20,10,40,6552,12183339,2634880,4467953,153042.94205552037
10,10,40,9368,9516494,3127457,4508497,145636.09351756735
1000,10,30,2690,21659920,1844273,4462003,141883.614444478
500,10,30,2705,21965842,1829626,4456122,142529.2002212375
300,10,30,2743,21733406,1857531,4462292,131375.15399565434
250,10,30,2571,20363758,1886329,4455877,136040.48696317384
200,10,30,2503,19457772,1968033,4461394,137398.41492929615
150,10,30,2732,20921379,1871540,4438500,141116.81842157972
100,10,30,2745,18647143,1982783,4421022,142452.4271075028
50,10,30,4035,17177792,2087054,4423328,132538.47511430236
31,10,30,5260,14556010,2271375,4432048,137346.43372293015
25,10,30,5637,12801593,2440696,4448608,142403.7101388261
20,10,30,7360,13632858,2429475,4451204,144140.63619447994
10,10,30,9217,9339519,3068234,4504117,137928.4381083003
1000,10,25,2670,24791432,1653333,4464722,142756.21006559167
500,10,25,2400,22296003,1738130,4452927,139636.7882307291
300,10,25,2623,23458589,1701204,4441638,137831.57014873083
250,10,25,2390,21495908,1808862,4457465,135304.3091607761
200,10,25,2448,21759442,1768527,4438012,139294.87890773304
150,10,25,2438,20583440,1829395,4426951,141552.71966526774
100,10,25,2609,19117574,1881327,4414107,132833.6375288974
50,10,25,3682,15803725,2091352,4423334,136952.8152296951
31,10,25,5070,14017723,2258684,4427534,133842.25224328466
25,10,25,5650,12814323,2391238,4441162,119546.74754274228
20,10,25,6403,11845899,2525114,4448258,125595.28545972743
10,10,25,8786,8890863,3068226,4502340,139068.0270344066
1000,10,20,2080,22848921,1652735,4449359,144813.96219109316
500,10,20,2242,24246741,1579511,4445164,131626.56213960962
300,10,20,2430,25612313,1507522,4432255,131311.25383777145
250,10,20,2152,22530196,1643683,4432417,133897.44635511344
200,10,20,2292,23441002,1635210,4425192,132773.94924130855
150,10,20,2406,23138829,1624785,4414164,133235.8120498853
100,10,20,2505,19651032,1813673,4409500,125428.31323474408
50,10,20,3839,16573446,1978171,4404145,122358.11255344763
31,10,20,5389,14881115,2132617,4412798,133353.36785394358
25,10,20,5761,13038132,2297626,4423584,131027.06092406054
20,10,20,6376,11771833,2469160,4441370,132120.98402136323
10,10,20,9482,9577669,2942739,4488307,145559.14171753556
1000,10,15,1990,27459974,1434129,4439340,134179.45011593925
500,10,15,2115,28770141,1357337,4441216,134913.7028014478
300,10,15,1950,25896850,1483210,4429969,118029.97108153316
250,10,15,2069,26925272,1430416,4425103,131682.9155856731
200,10,15,2098,26286232,1471170,4414468,132088.62783900934
150,10,15,2132,23914221,1549722,4405457,132432.50883703667
100,10,15,2862,24126554,1554683,4389851,128245.4082128904
50,10,15,4326,19311553,1784327,4395355,123069.0906387203
31,10,15,5420,15370054,2057676,4408762,133009.0808474152
25,10,15,6257,14505060,2153018,4412620,128391.34512775253
20,10,15,7321,13810831,2246065,4417402,140339.06923537474
10,10,15,8836,9050417,2961715,4487220,157801.98498587144
1000,10,10,1726,32253686,1241639,4444981,134631.9955587381
500,10,10,1664,30694233,1283031,4447001,142361.08382455373
300,10,10,1695,29930403,1322522,4415366,126208.8731634114
250,10,10,1759,29915177,1318555,4414553,132786.11082441665
200,10,10,2051,32167673,1241432,4402574,131858.8537250653
150,10,10,2283,29747363,1306113,4379600,134703.6946802473
100,10,10,3042,27808818,1358413,4373249,128654.9286741292
50,10,10,4405,20669371,1678816,4376829,127291.22853932132
31,10,10,6202,18386407,1832048,4382415,123974.54963100361
25,10,10,7200,17401850,1930181,4398664,120801.04168589022
20,10,10,6765,13240378,2279759,4411172,146705.21044674676
10,10,10,9811,10288241,2783887,4468987,135052.8713243368
1000,10,5,1609,42821019,917292,4462651,129497.26277331894
500,10,5,1609,41763252,929236,4439724,133664.39836832392
300,10,5,1750,40900519,928759,4416404,129445.59769586322
250,10,5,1990,42108924,915196,4395693,135869.1847187138
200,10,5,2085,37377948,1018100,4391543,137954.66272302886
150,10,5,2341,32251190,1109645,4366775,139189.30658640692
100,10,5,3360,31178946,1138986,4367434,126885.26182654579
50,10,5,5489,25970074,1338282,4350549,128376.69134036881
31,10,5,5724,17066870,1809799,4384889,140214.8525698173
25,10,5,6979,16969731,1841488,4393662,127108.34407905444
20,10,5,8157,16090006,1947487,4378860,136930.81846982654
10,10,5,9707,10233763,2716246,4462827,137585.2237056454
1000,10,3,1751,57934259,650594,4460768,138722.4466738472
500,10,3,1643,52553797,690264,4443694,139108.30735377248
300,10,3,1907,49187819,726379,4408242,131729.7870749712
250,10,3,1860,41543026,846641,4384891,128084.4786143037
200,10,3,2164,39359414,892715,4379191,135989.2719280519
150,10,3,2843,39110176,851612,4374817,131157.83980868995
100,10,3,3710,34086847,977129,4353847,122787.72537264947
50,10,3,4499,21065249,1497239,4371037,127295.16956068751
31,10,3,6565,19431793,1638684,4385781,117315.32719291955
25,10,3,6870,16584350,1810030,4378641,127811.9363173031
20,10,3,7879,15439015,1941357,4391148,138930.6148586285
10,10,3,9303,9779563,2721725,4473426,137818.86221378055
1000,10,2,1651,64860343,583960,4471752,138978.97810865782
500,10,2,1537,57196490,653267,4445103,134999.16045839814
300,10,2,1855,50362608,675524,4411461,134955.3960428029
250,10,2,1896,43435050,811518,4401717,141329.4442960383
200,10,2,2316,42849615,767833,4387586,125549.24313495813
150,10,2,2975,41374728,792922,4363827,128735.52936346743
100,10,2,3552,32941570,1008401,4372300,125453.65257562583
50,10,2,5704,26894935,1189383,4358267,122344.4908026025
31,10,2,7206,21443464,1487978,4368492,131350.42200571296
25,10,2,6987,16942606,1759018,4381523,131076.57876640745
20,10,2,7115,13991485,2055981,4403295,150999.9103595607
10,10,2,9554,10065460,2666798,4472045,133825.41301433442
1000,9,50,3611,18823804,2249415,4487109,138780.08772677818
500,9,50,3611,18823803,2249415,4487109,138780.08772677818
300,9,50,3328,17343740,2316014,4494512,143989.85924401128
250,9,50,3445,17829643,2302476,4493192,137253.64130163746
200,9,50,3440,17648283,2301061,4485459,145839.4026036583
150,9,50,3312,16886055,2351876,4482624,140610.23893135914
100,9,50,3448,17153659,2327618,4480746,135857.36368722966
50,9,50,3728,14745420,2475219,4462614,132750.51686592543
31,9,50,4371,12010076,2682109,4470910,150774.92930366728
25,9,50,5627,12786529,2649317,4474590,144435.76701490322
20,9,50,6106,11374407,2780850,4470535,132634.0734828475
10,9,50,9573,9742457,3158393,4516330,144755.53035827575
1000,9,40,3437,19027144,2151029,4479156,143063.91211651528
500,9,40,3437,19027143,2151029,4479156,143063.91211651528
300,9,40,3437,18879218,2176402,4485462,140359.8945493615
250,9,40,3440,18771065,2164003,4471257,145081.18633457457
200,9,40,3164,17136329,2237450,4483294,150299.40233018715
150,9,40,3375,18004822,2202156,4474442,138263.94302225762
100,9,40,3277,16996674,2243562,4463256,140666.43504035549
50,9,40,4153,16505102,2280700,4451187,150095.34632425266
31,9,40,4908,13462913,2502092,4460425,141525.19587308945
25,9,40,5628,12753519,2573023,4463725,152177.25668743972
20,9,40,6438,11957892,2676454,4466802,151304.17190901688
10,9,40,9368,9516493,3127457,4508497,145636.09351756735
1000,9,30,3278,21542874,1893076,4458124,142331.2568160884
500,9,30,3278,21542873,1893076,4458124,142331.2568160884
300,9,30,3299,21573318,1903362,4464025,147509.575047795
250,9,30,2908,18801445,2034152,4460050,138043.3886780094
200,9,30,2957,19089616,2013601,4454487,153253.8777901189
150,9,30,2874,18179257,2063919,4442288,142180.0409776809
100,9,30,3190,19177574,2036297,4436855,129168.46052773463
50,9,30,4039,16768260,2170580,4436347,139758.56710605128
31,9,30,5191,14293700,2328517,4443126,141428.37086629774
25,9,30,5638,12784714,2470565,4446529,133490.65800435384
20,9,30,6425,11898083,2574251,4453530,139587.4383405742
10,9,30,9217,9339518,3068234,4504117,137928.4381083003
1000,9,25,2758,20284352,1893530,4456843,138817.0065714257
500,9,25,2758,20284350,1893530,4456843,138817.0065714257
300,9,25,2694,19718016,1917708,4450789,137773.18670442695
250,9,25,2808,20478762,1869915,4452213,140753.5460821123
200,9,25,2650,19256974,1935319,4456767,145975.80327790888
150,9,25,2667,18923061,1964014,4431913,139787.44866229247
100,9,25,2854,18852893,1981489,4421891,135471.01887328213
50,9,25,3509,14826495,2210502,4425516,137726.20089609677
31,9,25,5159,14228054,2286949,4430695,144838.36198954462
25,9,25,6270,14208110,2306463,4434168,139199.68928591744
20,9,25,6251,11563277,2551827,4440996,146765.60432120395
10,9,25,8786,8890862,3068226,4502340,139068.0270344066
1000,9,20,2578,21899725,1738571,4433339,134659.86710256082
500,9,20,2578,21899724,1738571,4433339,134659.86710256082
300,9,20,2596,21802110,1742130,4435346,138957.405660042
250,9,20,2519,20989278,1777451,4442634,136237.99324430028
200,9,20,2586,21247679,1769902,4432286,129640.81517591758
150,9,20,2876,23038887,1679716,4418210,137077.6436240843
100,9,20,2729,19634889,1847070,4410734,129525.1719301647
50,9,20,3621,15531275,2092176,4403681,133407.16070167825
31,9,20,6032,16631178,2062180,4419603,127815.73171846637
25,9,20,5978,13524417,2286337,4428670,130977.3640425794
20,9,20,6174,11406050,2521445,4440953,138494.7738880874
10,9,20,9482,9577668,2942739,4488307,145559.14171753556
1000,9,15,2392,24877179,1554086,4426348,126039.1558488264
500,9,15,2392,24877178,1554086,4426348,126039.1558488264
300,9,15,2286,23423913,1630768,4434837,130591.67729093359
250,9,15,2233,22843527,1644376,4426857,116184.98045367666
200,9,15,2289,22922567,1661391,4427530,127995.04122845715
150,9,15,2526,24447809,1581835,4412115,134377.3441216329
100,9,15,2864,22906526,1644119,4400472,140058.45496239452
50,9,15,4001,17769394,1909024,4405074,122075.62618224633
31,9,15,4929,13968946,2186062,4411878,136717.68786327477
25,9,15,6197,14363667,2181975,4415467,141572.95903621832
20,9,15,7538,14220845,2249686,4415033,131750.0453555853
10,9,15,8836,9050416,2961715,4487220,157801.98498587144
1000,9,10,2184,29394341,1380518,4429181,133105.97090588277
500,9,10,2184,29394340,1380518,4429181,133105.97090588277
300,9,10,2184,28972394,1382202,4413480,133746.2444387761
250,9,10,2098,27663259,1435324,4420900,138423.56205473823
200,9,10,2093,26802726,1475930,4402630,135091.0217400135
150,9,10,2356,27719318,1438504,4393666,130060.68071215454
100,9,10,2939,26156096,1474506,4392823,134863.49983819976
50,9,10,4296,20070568,1779275,4384351,123986.4294453502
31,9,10,5753,17011902,1957189,4392808,125487.75556105377
25,9,10,5929,14283339,2146104,4404954,144535.6438196168
20,9,10,7504,14682486,2159960,4406868,141954.77393749097
10,9,10,9811,10288240,2783887,4468987,135052.8713243368
1000,9,5,2232,40793953,990175,4422020,131777.75225741533
500,9,5,2232,40793952,990175,4422020,131777.75225741533
300,9,5,2057,36840022,1108999,4427364,127437.71088366219
250,9,5,1950,33847283,1161433,4416453,140120.56773898526
200,9,5,1955,31488759,1233190,4387999,130057.04973325078
150,9,5,2599,34712379,1125084,4378398,136687.54937391327
100,9,5,2973,27355126,1321293,4374490,131486.38794844036
50,9,5,4924,23211406,1489791,4362130,120597.92810918033
31,9,5,5757,17137310,1828870,4390414,127592.48827642882
25,9,5,6911,16780538,1890429,4394507,126131.66486435744
20,9,5,7567,14905586,2052635,4404073,134143.40241744454
10,9,5,9707,10233762,2716246,4462827,137585.2237056454
1000,9,3,2040,44305098,877111,4414847,143741.98436074815
500,9,3,2040,44305097,877111,4414847,143741.98436074815
300,9,3,1880,39430550,975784,4423996,135213.03008483298
250,9,3,2150,42661877,931726,4401512,134534.20207276178
200,9,3,2155,37375842,1007482,4395737,132751.27644562634
150,9,3,2556,34668308,1044704,4380871,131777.79599287573
100,9,3,3023,27672983,1240381,4371189,117318.72037207455
50,9,3,4924,23018410,1423712,4367600,126793.61014317993
31,9,3,6183,18277994,1723310,4388471,116362.50132533387
25,9,3,7348,17728724,1800077,4374593,126362.85088664106
20,9,3,7526,14736041,1995633,4393054,132140.00327310088
10,9,3,9303,9779563,2721725,4473426,137818.86221378055
1000,9,2,1830,45941177,888293,4424262,125298.7533718811
500,9,2,1828,45906135,887494,4423055,124367.52045036801
300,9,2,2179,51464385,793295,4425708,135169.78373740453
250,9,2,1794,38656178,1013089,4397649,130928.4751771218
200,9,2,2036,36750061,997875,4395238,134887.16476818532
150,9,2,2751,37959306,925606,4376302,124147.1537225478
100,9,2,3381,31243195,1100513,4365531,127449.04500048813
50,9,2,5577,26246310,1262103,4383992,127098.43039835159
31,9,2,6577,19542383,1610359,4378762,132375.6498029485
25,9,2,8146,19748730,1624473,4373916,134427.39882921535
20,9,2,8148,16019388,1900207,4389542,143416.2782693204
10,9,2,9554,10065459,2666798,4472045,133825.41301433442
1000,8,50,3808,16151803,2477580,4490995,139735.62390160444
500,8,50,3808,16151802,2477580,4490995,139735.62390160444
300,8,50,3808,16151802,2477580,4490995,139735.62390160444
250,8,50,3808,16151802,2477580,4490995,139735.62390160444
200,8,50,3975,16731847,2413443,4486241,136814.18814632413
150,8,50,3622,15314923,2506690,4494000,124545.772208125
100,8,50,3873,16018889,2457257,4486093,137779.39051568572
50,8,50,4021,14660328,2540517,4474464,132221.14288379016
31,8,50,5445,14654388,2564341,4467818,138828.76984553604
25,8,50,5795,13059637,2672363,4477127,134463.54696254892
20,8,50,6204,11523988,2806354,4483612,144758.54313871858
10,8,50,8840,8999038,3233435,4527525,140467.48274390507
1000,8,40,3650,16094382,2370016,4488178,142509.80150039573
500,8,40,3650,16094381,2370016,4488178,142509.80150039573
300,8,40,3650,16094381,2370016,4488178,142509.80150039573
250,8,40,3650,16094381,2370016,4488178,142509.80150039573
200,8,40,3627,16024917,2394914,4485190,145402.88571964102
150,8,40,3928,17252525,2325435,4489780,137875.12020972208
100,8,40,3460,15047293,2431926,4480962,140658.0788533723
50,8,40,4030,14875543,2468038,4470965,147084.08253183932
31,8,40,4781,12828313,2602109,4463020,148934.30384972185
25,8,40,5657,12689177,2632696,4471362,148514.58437665025
20,8,40,6770,12519746,2690808,4475064,127933.33658385134
10,8,40,9148,9294858,3157995,4514412,148088.1308117698
1000,8,30,3255,16783375,2223489,4463533,141258.18244645625
500,8,30,3255,16783374,2223489,4463533,141258.18244645625
300,8,30,3255,16783374,2223489,4463533,141258.18244645625
250,8,30,3255,16783374,2223489,4463533,141258.18244645625
200,8,30,3657,18710000,2100667,4460337,138488.50413925727
150,8,30,3807,19133905,2099675,4455105,141581.5226042842
100,8,30,3494,17363434,2188654,4448254,132830.41015061902
50,8,30,4094,16143165,2278870,4432316,138961.12964012212
31,8,30,5247,14272832,2394332,4433486,136605.02080236503
25,8,30,5101,11519998,2627095,4459063,152791.71158969458
20,8,30,6624,12244854,2596558,4456386,144712.53140244886
10,8,30,9422,9547809,3050900,4510620,147740.8330360234
1000,8,25,3256,18347776,2070868,4450023,137717.47017426314
500,8,25,3256,18347775,2070868,4450023,137717.47017426314
300,8,25,3256,18347775,2070868,4450023,137717.47017426314
250,8,25,3256,18347776,2070868,4450023,137717.47017426314
200,8,25,3239,18315074,2072018,4451185,141556.38136618157
150,8,25,3260,18365509,2077720,4444108,144908.27452485464
100,8,25,3112,17086851,2147578,4440143,133313.25651205378
50,8,25,4476,18188952,2066434,4418848,135664.833771537
31,8,25,5403,14767557,2294844,4436029,128805.49189467513
25,8,25,6267,14131398,2356446,4435350,129850.77116172781
20,8,25,6327,11694142,2576982,4450888,137450.71465158777
10,8,25,9270,9379750,3020694,4503976,137128.69457150283
1000,8,20,3073,19581636,1918418,4439033,130517.35580961099
500,8,20,3073,19581636,1918418,4439033,130517.35580961099
300,8,20,3073,19581635,1918418,4439033,130517.35580961099
250,8,20,3073,19581635,1918418,4439033,130517.35580961099
200,8,20,2957,18807112,1965086,4442084,127904.98372068735
150,8,20,3154,19949164,1901575,4438183,125524.71509052854
100,8,20,3177,19357137,1939956,4430092,127477.0649716458
50,8,20,4114,17198390,2049416,4422145,125558.0478636205
31,8,20,5025,13826094,2300186,4430744,130777.7152362324
25,8,20,5927,13392513,2351550,4431015,130765.53385030232
20,8,20,7425,13704979,2362705,4429998,135076.76072244663
10,8,20,9080,9174191,2989589,4495983,143770.38042141328
1000,8,15,3012,22725917,1722396,4432395,124849.80516143031
500,8,15,3012,22725916,1722396,4432395,124849.80516143031
300,8,15,3012,22725916,1722396,4432395,124849.80516143031
250,8,15,3012,22725916,1722396,4432395,124849.80516143031
200,8,15,2878,21660557,1761454,4435824,128422.38681138636
150,8,15,2991,22251439,1752857,4424580,121432.67665207601
100,8,15,3004,20897406,1809354,4414583,126358.61174345897
50,8,15,3986,17453176,1988152,4414547,139407.381215893
31,8,15,5044,14256711,2203004,4414016,139996.56155970923
25,8,15,5732,13270312,2315483,4426242,137229.4261531769
20,8,15,7741,14604462,2249165,4415622,131143.15678807424
10,8,15,9310,9535537,2911203,4482147,143190.7324988826
1000,8,10,2770,25892150,1569300,4424520,130618.0725594723
500,8,10,2770,25892149,1569300,4424520,130618.0725594723
300,8,10,2770,25892152,1569300,4424520,130618.07255976202
250,8,10,2802,26318851,1552655,4419626,136165.30702624092
200,8,10,2631,24607641,1612140,4418429,133700.41631610302
150,8,10,3016,27688840,1527811,4407890,127863.52950213802
100,8,10,3195,25998280,1542680,4394709,119236.33045208629
50,8,10,4335,20047720,1793076,4383418,127513.7878345266
31,8,10,5539,16306820,2044659,4413138,124653.20634086659
25,8,10,6026,14482042,2195388,4408744,140695.5810974145
20,8,10,7742,15125162,2167588,4405720,132756.0402171913
10,8,10,9366,9819154,2841182,4480283,141540.37361002594
1000,8,5,2593,31037378,1331178,4404870,122871.40244968787
500,8,5,2593,31037377,1331178,4404870,122871.40244968787
300,8,5,2593,31037377,1331178,4404870,122871.40244968787
250,8,5,2710,32359122,1267118,4394665,134707.04144967115
200,8,5,2462,29356983,1379876,4407460,124188.10541788193
150,8,5,2568,29322321,1377260,4406612,113428.40936465704
100,8,5,3184,28421167,1360073,4378747,130011.66749069805
50,8,5,4946,23195257,1547622,4375522,133962.51133245925
31,8,5,6268,18614978,1821403,4403808,131001.1775547219
25,8,5,6089,14748182,2075110,4412114,133536.97081368297
20,8,5,6901,13564352,2208366,4417933,141201.1271380963
10,8,5,9501,10012927,2741031,4478313,133677.56394347243
1000,8,3,2431,33290162,1204819,4402831,127680.88675834742
500,8,3,2431,33290162,1204819,4402831,127680.88675834742
300,8,3,2431,33290162,1204819,4402831,127680.88675834742
250,8,3,2787,38076430,1087167,4400945,121186.37861509545
200,8,3,2501,33943857,1193763,4395798,122806.41794845083
150,8,3,2885,35789552,1113012,4397184,117658.33265951392
100,8,3,3346,30193312,1218990,4367537,122354.70783596499
50,8,3,4421,20597390,1602652,4378582,140936.16013346947
31,8,3,5480,16171030,1903602,4395652,124829.10486339418
25,8,3,7167,17265288,1864302,4387014,112016.84179940677
20,8,3,8253,16150749,1957908,4399809,144783.0863259809
10,8,3,9400,9880264,2711988,4475013,130389.52410307567
1000,8,2,2650,40455542,1032858,4421579,115183.1801428547
500,8,2,2650,40455542,1032858,4421579,115183.1801428547
300,8,2,2650,40455542,1032858,4421579,115183.1801428547
250,8,2,2736,41725813,1010441,4397286,125653.92327718895
200,8,2,2487,37502757,1125395,4414106,117256.09462778569
150,8,2,2495,32814234,1221958,4401349,123058.36237787866
100,8,2,2972,27208031,1316283,4387579,116663.93220929024
50,8,2,4914,23055210,1478294,4378565,120031.88981020401
31,8,2,6785,20123232,1661117,4379314,145843.52296079588
25,8,2,7615,18429623,1747790,4385694,137181.09285055546
20,8,2,7832,15381089,1971692,4407726,144045.59773428962
10,8,2,9433,9937159,2689940,4475692,124420.32606244752
1000,5,50,6399,11545501,3120915,4532252,131173.67349961706
500,5,50,6399,11545500,3120915,4532252,131173.67349961706
300,5,50,6399,11545500,3120915,4532252,131173.67349961706
250,5,50,6399,11545500,3120915,4532252,131173.67349961706
200,5,50,6399,11545500,3120915,4532252,131173.67349961706
150,5,50,6399,11545500,3120915,4532252,131173.67349961706
100,5,50,6399,11545500,3120915,4532252,131173.67349961706
50,5,50,6399,11545499,3120915,4532252,131173.67349961706
31,5,50,6701,12095094,3083466,4529295,134925.88973202097
25,5,50,5861,10456541,3186713,4534096,141607.2617723403
